X,Y,objectid,id,pavadinimas,gatve,kryptis,atsakingas,savivaldybe,peronas,paviljonas,paviljono_piklausomybe,paviljono_tipas,suolas,siuksliu_deze,svieslente,transporto_balsas,GlobalID
580795.4276,6052902.4764,717,2731,Salininkai,Mechanikų g.,į miestą,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,yra,nėra,nėra,c271a9c6-8d00-4e91-94ad-1210c86687b0
579693.7592,6059869.5659,718,2401,Eigulių st.,Laisvės pr.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,nėra,reikia perkelti,nėra,yra - veikia,b70be96e-5fb1-4761-9891-c12cf7cb4fd7
580805.5,6059648.1907,719,2402,Burbiškės,Naugarduko g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,reikia perkelti,nėra,nėra,58c6224d-8886-43c6-9886-6d6f9e09e569
579787.8125,6059404.5001,720,2404,Vilkpėdės st.,Savanorių pr.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,reikia perkelti,nėra,dingęs,fb6e4d3e-1246-47ee-8c96-cd2fafc7ce6a
579706.25,6059238.5001,721,2405,Vilkpėdės st.,Savanorių pr.,iš centro,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Stiklinis,nėra,yra,nėra,nėra,4597817a-1711-4c30-9acc-50593b4bb2d7
579591.375,6058831.5001,722,2406,Riovonys,Savanorių pr.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,reikia perkelti,nėra,dingęs,05ba1c13-c1e0-4ec2-9819-829fc63b3a5c
579511.25,6058747.5001,723,2407,Riovonys,Savanorių pr.,iš centro,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,nėra,reikia perkelti,nėra,dingęs,9db364b1-8045-404c-a51b-6ba644ea2ea7
579055.625,6058250.5001,724,2408,Pakalniškių st.,Savanorių pr.,į centrą,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Stiklinis,nėra,reikia perkelti,nėra,dingęs,8966a5a6-2d19-42e3-881f-5d69f2ee0237
573725.7938,6057173.4105,725,2922,Kulokiškės,Lentvario g.,iš miesto,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti (seno tipo),nėra,nėra,adf5efed-2a69-48a1-8f37-25930963b028
578619.25,6057812.0001,726,2410,Baldai,Savanorių pr.,į centrą,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Stiklinis,yra,yra,nėra,dingęs,ff1f95e8-a6b2-46c5-bab1-267e0431582b
578484.25,6057716.5001,727,2411,Baldai,Savanorių pr.,iš centro,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Stiklinis,yra,reikia perkelti,nėra,dingęs,1c46ad3b-484c-4f74-adff-4412c5d0fc9a
578233.0,6057422.5001,728,2412,Sausupio st.,Savanorių pr.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,reikia perkelti,nėra,yra - neveikia,532a81d5-5041-4f42-8ad3-d3e16c67d46c
577903.191848603,6057147.89236054,729,2414,Vaduvos st.,Savanorių pr.,iš centro,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,yra,reikia perkelti,yra,yra - neveikia,61db1bdc-3295-4066-b434-6ddff410b0ff
577882.375,6057100.5001,730,2415,Vaduvos st.,Savanorių pr.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,yra,yra - neveikia,836cafe8-8027-4bfb-8fae-c8ecde59232c
577730.9375,6056901.5001,731,2416,Ūmėdžių st.,Valkininkų g.,į centrą,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,"Nestandartinis (fanerInis, kombinuotas, kt)",nėra,yra,nėra,nėra,d72aa595-9f33-4bb3-ad13-383778547f09
583367.625,6067402.0001,732,3505,Vaidilutės st.,Vaidilutės g.,link Antakalnio,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,yra,nėra,nėra,366cebf9-2a07-47b4-a103-38501f92fddc
571695.0025,6057362.5401,733,3902,Juliaus Janonio st.,Lentvario g.,į miestą,SĮSP,Vilniaus miesto,reikalingas remontas,yra,SĮSP,"Nestandartinis (fanerInis, kombinuotas, kt)",yra,yra,nėra,nėra,669556e1-d302-465c-af07-a6c70446941d
577342.0,6061410.0001,734,1661,Loretos Asanavičiūtės st.,L. Asanavičiūtės g.,link pasakų parko,SĮSP,Vilniaus miesto,nėra,nėra,,,yra,yra,nėra,dingęs,37df67e1-bd4e-474a-9faf-6180e42be306
584065.2767,6057743.7884,735,2633,Kelininkų st.,Liepkalnio g,iš miesto,SĮSP,Vilniaus miesto,reikalingas remontas,nėra, , ,yra,reikia perkelti,nėra,nėra,876775c6-8916-45e3-80bf-b29b405c4886
570906.5687,6057178.7397,736,3905,Bališkės,Lentvario g.,kink Grigiškių,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,yra,nėra,nėra,08099916-8f23-4daa-9805-ee93dcb392dd
589786.699306953,6064061.40050316,737,2377,Kalno st.,Kalno g.,link Antakalnio,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,yra,nėra,nėra,a238a060-9aa3-41d1-9714-c442be11f1b2
580357.8125,6059509.0001,738,2424,Vilkpėdės žiedas,Vilkpedės g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Stiklinis,nėra,yra,nėra,yra - veikia,c94d3013-5f85-46fd-b91c-af898bc28e5a
578689.1604,6053440.2063,739,5109,Raisteliai,Eišiškių plentas,į miestą,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,nėra,nėra,nėra,f5b38e81-80bd-457c-977a-3369ce41b9f9
571616.9133,6065098.3434,740,3620,Vaivadiškės,Čekoniškių g.,į miestą,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,nėra, , ,yra,nėra,nėra,nėra,b9654361-3ffb-48d0-910b-6a3899f823f4
589430.9533,6073937.7728,741,3551,Jono Biliūno st.,Nemenčinės pl.,į miestą,SĮSP,Vilniaus miesto,yra,nėra, , ,nėra,reikia perkelti,nėra,nėra,529d9c7b-339f-456c-856d-138eac45caef
585633.7979,6056204.148,742,4358,Šveicarų st.,Ilgoji g.,į miestą,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,nėra,nėra,,,yra,reikia perkelti (seno tipo),nėra,nėra,dd2b8075-75a3-4b3e-9634-69fbfe2c65e8
581917.557464672,6057840.74343377,743,2602,Eišiškių plentas,Eišiškių plentas,į miestą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,"Nestandartinis (fanerInis, kombinuotas, kt)",nėra,yra,nėra,,68710c2f-4d56-4de5-a7c3-e11eed2ed8c9
582079.4488,6057964.5001,744,2604,Eišiškių plentas,Dariaus ir Girėno g.,į miestą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,dingęs,aaab3ff7-d836-4c7e-8a9c-2a7f62712d39
581642.9742,6057326.7701,745,2605,Metalo st.,Eišiškių plentas,iš miesto,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,"Nestandartinis (fanerInis, kombinuotas, kt)",nėra,yra,nėra,nėra,fbc013d2-92a3-4046-8a29-e33f10f04858
581695.185,6057375.7213,746,2606,Metalo st.,Eišiškių plentas,į miestą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,"Nestandartinis (fanerInis, kombinuotas, kt)",nėra,yra,nėra,,a2894a62-3619-4a11-a3d6-e0cb004f22f1
577320.0,6061425.0001,747,1662,Loretos Asanavičiūtės st.,L. Asanavičiūtės g.,link Aplinkelio ,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,dingęs,8139687a-febe-45a3-a305-0074404f11c9
582170.0,6057529.0001,748,2608,Dariaus ir Girėno st.,Dariaus ir Girėno g.,į centrą,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,nėra,yra,nėra,dingęs,212e2572-eab8-40b4-939b-41e9005b37f5
581685.9017,6057290.8034,749,2609,Metalo st.,Metalo g.,link Eišiškių pl.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,3614fda9-3c6e-4e14-addc-f3b38ab45b5e
582231.875,6057080.5001,751,2612,Felikso Vaitkaus st.,Dariaus ir Girėno g.,į miestą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,,34dc38cd-f1d6-4398-b959-9a6e1612aa58
582587.866738297,6057124.38077772,752,6015,Oro uostas,Rodūnios kelias,išvykimas,SĮSP,Vilniaus miesto,yra,yra,,,nėra,yra,yra,yra - veikia,1ec898d6-b881-4542-96a4-d6e05e50edc2
573605.0,6054935.5001,753,2802,Fermentų st.,V.A Graičiūno g.,iš miesto,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,reikia perkelti,nėra,nėra,f98a36bb-66e3-4b51-8459-43c884b5b65e
576880.125,6065691.0001,754,4415,Ąžuolų st.,Buivydiškių g.,iš miesto,LAKD,Vilniaus rajono,reikalingas remontas,nėra, , ,nėra,nėra,nėra,dingęs,d1467787-16e3-4d38-b611-da8fadda2748
588806.4668,6062725.8909,755,2316,S.Batoro st.,S.Batoro g.,į miestą,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,yra,nėra,nėra,c54a47be-f39e-4e0c-8dee-13411e866399
576589.125,6067266.0001,756,4412,Senosios Gineitiškės,Gineitiškių g.,iš miesto,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,yra,Vilniaus r. savivaldybė,"Nestandartinis (fanerInis, kombinuotas, kt)",nėra,reikia perkelti,nėra,nėra,e1e86ddd-8ce0-4711-bb41-4c15c944b995
592072.375,6063263.5001,757,2367,Bičių st.,Alberto Kojelavičiaus g.,link Arimų g.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,yra,yra,nėra,nėra,530c3ccb-bbfe-41e8-b874-fdd1a8bc764a
575998.4375,6055403.5001,758,5124,Agrastų st.,Agrastų g.,abiem kryptim ,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,yra,reikia perkelti (seno tipo),nėra,nėra,faaa4d42-9f86-4652-a14e-9fb5128f6679
576944.8978,6071163.3045,759,5215,Durpynas,Senasis Ukmergės kelias,iš miesto,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,nėra,,,yra,nėra,nėra,nėra,e981c72d-2ae1-4083-a47c-0f3362404711
586864.0625,6064916.0001,760,2399,Mileišiškių sodai,Mileišiškių g.,į N.Vilnia,SĮSP,Vilniaus miesto,yra,nėra,,Standartinis,yra,yra,nėra,nėra,091fce99-6e7b-4718-94e8-f832da1d90b9
590330.0,6063459.0001,761,2327,Uosių st.,Uosių g.,iš N.Vilnios,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,yra,yra,nėra,nėra,71e2d0d7-a8f7-40b9-9471-b9c547d3beb9
584813.075008628,6052951.8006254,762,4014,Katiliškės,Liepkalnio g.,iš miesto,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,,yra (seno tipo),nėra,nėra,62f1e99d-4bbd-488f-a31c-944e8954d21d
582307.8662,6052339.5838,763,2733,Avinėlių st.,Avinėlių g.,į miestą,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,yra,nėra,nėra,cf412489-1d77-4daf-b00b-b2a8a121240c
590826.9515,6067279.5391,764,1016,Paliuliškės,Kairėnų g.,Iš N.Vilniios,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,nėra,63049ab9-2e51-494a-b5dd-87a59e6a0948
575736.375,6056125.0001,765,2937,Vilijos st.,Galvės g.,link Savanorių pr.,SĮSP,Vilniaus miesto,reikalingas remontas,nėra, , ,nėra,reikia perkelti,nėra,nėra,5139e372-ee10-487b-881f-1eba79889d7a
587318.6662,6066860.7226,766,3523,Aukštagiris,Plytinės g.,į Antakalnį,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,nėra,e0746c4c-53d2-493a-a5c2-a3cef23e2d64
588211.72,6067205.1114,767,3524,Dvarčionių kryžkelė,Plytinės g.,į Antakalni,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,reikia perkelti,nėra,nėra,7b7cecb3-dfbf-4466-9b6d-4f869a7d57ac
591088.1192,6060191.7118,768,5161,Jaunimo st.,Pergalės g.,iš N. Vilnios,LAKD,Vilniaus rajono,yra,nėra, , ,yra,yra,nėra,nėra,cf4970c5-1864-454b-a443-764f5789097c
582389.375,6069006.5001,769,2120,Žaliųjų Ežerų st.,Santariškių g.,iš centro,SĮSP,Vilniaus miesto,yra,nėra, , ,nėra,yra,nėra,nėra,0257220b-723d-4f9e-ad5c-f8e0be040d95
578140.05,6068972.6568,770,5003,Medelynas,Ukmergės g.,iš miesto,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra, , , ,yra,yra,nėra,nėra,f3f2b7cd-d8f8-4710-9a25-dd807e225bbb
576330.75,6056822.5001,771,2903,Fizikos institutas,Galvės g.,iš Vaduvos,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,reikia perkelti,nėra,nėra,d1945027-dd40-4ff6-a943-c85b7539ca53
576875.9375,6067243.0001,772,4413,Senosios Gineitiškės,Gineitiškių g.,į miestą,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,nėra, ,,yra,yra (seno tipo),nėra,nėra,9b2780df-5f3f-43f3-991a-1fa4a9f9f37a
590378.612410641,6062883.40875102,773,2338,Jankos Kupalos st.,Alberto Kojelavičiaus g.,link Arimų g.,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,reikia perkelti,nėra,nėra,045bfaf2-11d5-4305-a15a-9c9c42679b17
574942.8441,6053018.5401,774,2821,Vytauto Andriaus Graičiūno st.,V.A Graičiūno g.,galinė st.,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,yra (seno tipo),nėra,nėra,77df784e-ad77-4dc5-85b0-25b0c377cb49
585054.75,6051995.5001,775,4326,Kineliai,Gamyklos g.,link Rudaminos ,LAKD,Vilniaus rajono,yra,nėra, , ,yra,yra,nėra,nėra,52ebefc6-fe8c-4c39-9ff9-b5d116ae1fa1
581013.6617,6074610.6318,776,5201,Kooperatyvo st.,Molėtų g.,į miestą,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,nėra, , ,yra,reikia perkelti,nėra,nėra,be5c6829-41f7-4b79-9c57-3329023c8fab
579522.0,6053426.0001,777,5146,Raistelių miškas,Salininkų g.,link Salininkų,SĮSP,Vilniaus miesto,reikalingas remontas,nėra, , ,yra,reikia perkelti,nėra,nėra,b9b0e50c-e9ee-4764-add3-c408c670c3f1
586452.5,6067659.5001,778,3521,Ežerėlių st.,Nemenčinės pl.,į miestą,SĮSP,Vilniaus miesto,reikalingas remontas,nėra, , ,yra,yra,nėra,nėra,5f568fd7-9659-44e5-a84e-e44c8e5fa65a
586572.5,6060839.0001,779,1435,Tuputiškės,Pavilnio g.,į miestą,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,reikia perkelti,nėra,nėra,5056511c-fad6-4573-9f02-82225968df5f
585962.1875,6070894.0001,780,2206,Kremplių st.,Popieriaus g.,iš centro,SĮSP,Vilniaus miesto,nėra,nėra, , ,yra,yra,nėra,nėra,d333a791-63c8-4885-9de3-ca46e4d83a61
580682.1875,6055131.0001,781,2703,Eišiškių sodai,Eišiškių plentas,į stotį,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Betoninis,nėra,yra,nėra,nėra,95688fae-b18f-489f-b142-c9be1f34eefe
589954.25,6055326.0001,782,4306,Posūkis,Minsko pl.,iš stoties,LAKD,Vilniaus rajono,yra,nėra, , ,yra,nėra,nėra,nėra,d1066735-313b-42b5-a7da-dabaa29ee541
584094.1733,6057891.6168,783,4003,Kelininkų st.,Liepkalnio g.,į stotį,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,yra,nėra,nėra,76900d10-3b20-48a7-9f9a-408aa93d74f6
580023.486709506,6069590.17750896,784,2154,Bajorų miškas,Mokslininkų g.,link Bajorų,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,yra,nėra,nėra,0c862be2-4ff4-43e1-bb54-3764507c56a4
580851.4912,6053772.7301,785,2707,Salininkų žiedas,Mechanikų g.,link Salininkų g.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,"Nestandartinis (fanerInis, kombinuotas, kt)",nėra,reikia perkelti,nėra,nėra,131aab50-66d8-4530-8f92-60e097bdcd2f
579362.625,6069468.5001,786,2152,Riaubonių st.,Riaubonių g.,į miestą,SĮSP,Vilniaus miesto,nėra,nėra,,,nėra,yra,nėra,nėra,d0c5a33e-6a79-4216-aa8d-36fc4be37dd8
580862.9725,6052845.6276,787,2711,Salininkai,Salininkų g.,link Eišiškių pl.,SĮSP,Vilniaus miesto,reikalingas remontas,yra,SĮSP,"Nestandartinis (fanerInis, kombinuotas, kt)",nėra,reikia perkelti,nėra,nėra,585004b7-121d-4e00-b538-076024b73a1d
575698.875,6056000.5001,788,2951,Vilijos st.,Vilijos g.,link A Panerių,SĮSP,Vilniaus miesto,reikalingas remontas,nėra, , ,yra,reikia perkelti,nėra,nėra,da190ac0-95af-4ce3-a26c-ac863d354b3b
581425.1875,6052791.5001,789,2713,Jono Stašaičio st.,Salininkų g.,link Lydos pl.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,yra,nėra,nėra,7736557d-5d6e-44f3-b3ed-581e2838d2d2
587647.8035,6077790.8139,790,2300,Skirgiškės,Skirgiškių g,galinė st.,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,yra,Vilniaus r. savivaldybė,"Nestandartinis (fanerInis, kombinuotas, kt)",yra,yra (seno tipo),nėra,nėra,38d0d33c-89a8-49f8-a3a6-76594395e469
586182.6808,6067288.0951,791,3520,Kiškių st.,Nemenčinės pl.,link Nemenčinės,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,reikia perkelti,nėra,nėra,85dbbf7d-20c9-44de-bfe8-3df77ca9eb5a
582195.3998,6057224.7648,792,2611,Felikso Vaitkaus st.,Dariaus ir Girėno g.,iš centro,SĮSP,Vilniaus miesto,yra,nėra,,,nėra,nėra,nėra,nėra,1c803ec7-f3eb-42ab-b4c5-b1eb90ecbaba
577983.6267,6058119.5551,793,1663,Ungurių st.,Ungurių g.,galinė stotelė,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,reikia perkelti (seno tipo),nėra,nėra,38587107-871a-49aa-b8d5-f097ec894ece
582143.25,6055522.0001,794,2622,Kirtimų geležinkelio stotis,Dariaus ir Girėno g.,Galinė,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,yra,nėra,nėra,e6e5c6b6-654a-4840-a2a1-8e9944f290be
573834.0146,6057138.7376,795,2923,Kulokiškės,Lentvario g.,į miestą,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,yra,nėra,nėra,6c04f0ef-242c-4409-9e88-1710d1897f96
587684.375,6062534.5001,796,2313,Pūčkorių atodanga,S.Batoro g.,iš centro,SĮSP,Vilniaus miesto,yra,nėra,,,nėra,yra,nėra,,861c44f7-c365-4cc7-b9b5-c337e58ba288
590035.6417,6062920.9418,797,2323,Alberto Kojelavičiaus st.,Šiaurės g.,link Dūmų g.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,yra,reikia perkelti,nėra,nėra,cba1c502-a92d-40ad-9a9b-a010853682b3
575784.25,6055604.0001,798,2945,Aukštieji Paneriai,Vilijos g.,į miestą,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti (seno tipo),nėra,nėra,6879a474-0fb1-4f72-a0a2-d5052feddced
588149.875,6062491.0001,799,2315,Pūčkoriai st.,S.Batoro g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,yra,nėra,nėra,c1594efd-2544-49ca-b472-640477fea06b
586571.125,6067741.5001,800,3522,Ežerėlių st.,Nemenčinės pl.,iš miesto,SĮSP,Vilniaus miesto,reikalingas remontas,nėra, , ,yra,reikia perkelti,nėra,nėra,f722dfe5-1d48-47f5-a64d-e456990ec32f
585863.4167,6074580.0951,801,2229,Paežerys,Sakališkių g.,iš miesto,SĮSP,Vilniaus miesto,yra,yra,SĮSP,"Nestandartinis (fanerInis, kombinuotas, kt)",yra,reikia perkelti,nėra,nėra,ec4e6b1d-0e19-4264-8963-499035c372f6
574951.3984,6064405.1436,802,3633,Padekaniškės,Čekoniškių g.,į miestą,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,reikia perkelti,nėra,nėra,2a9b987a-223c-4d51-89a9-3acccf699696
588337.9942,6070330.1351,803,3538,Veržuvos st.,Nemenčinės pl.,į Antakalnį,SĮSP,Vilniaus miesto,reikalingas remontas,yra,SĮSP,"Nestandartinis (fanerInis, kombinuotas, kt)",nėra,reikia perkelti,nėra,nėra,6a1cb586-6fcf-4578-97ce-725192f1df3f
583933.875,6060066.0001,804,1307,Rasų kapinės,Rasų g.,iš stoties,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,yra,nėra,nėra,8b32e796-a345-42e2-a0f1-d9ff88546c00
590274.6433,6062764.1934,805,2339,Dūmų st.,Dūmų g.,link Šiaurės g.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,reikia perkelti,nėra,nėra,5e676d4f-553f-4124-b986-01f2e14bea32
587930.105,6062862.5401,806,2308,Girininkija,Alberto Kojelavičiaus g.,į centrą ,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,yra,nėra,nėra,2a4aa20b-8d44-4824-9341-5230db54c70f
583822.128590708,6060246.53631085,807,0445,Ramybės,Rasų g.,iš stoties,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,nėra,yra,nėra,dingęs,5086bdae-63d2-4f94-b387-b89f3f1a51cb
587460.9617,6059043.0184,808,1429,Ašmenėlės st.,Juodasis Kelias,iš centro ,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,yra,nėra,nėra,ebf9188c-0b13-4095-a721-0daddb6f6cc7
583182.5,6060147.5001,809,1301,Pelesos st.,Pelesos g.,link Liepkalnio g.,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,nėra,reikia perkelti,nėra,nėra,cc37fee0-ffc3-4334-b25a-23f5867e726f
578331.9094,6059403.6616,810,1647,Ratilių st.,Bukčių g.,į Bukčius,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,nėra,yra,nėra,dingęs,551af40a-8612-4937-b5af-5f53b5b7538d
584837.7167,6075170.8068,811,2234,Gulbinų st.,Pagubės g.,į miestą,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,reikia perkelti,nėra,nėra,817524ce-d37e-499e-b6a6-dfe467d00661
580354.2125,6053125.1351,812,5136,Kelmijos sodai,Salininkų g.,iš stoties,SĮSP,Vilniaus miesto,reikalingas remontas,nėra, , ,yra,yra,nėra,nėra,bf2bd420-478b-4284-a9e6-11e94294ffb2
573232.8125,6057112.5001,813,2921,Asfalto st.,Žarijų g.,link Lentvario g.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,nėra,1d8dec30-83cc-4f62-86d8-5d78d4c6db2b
577936.4076,6058743.9727,814,1650,Užutekio st.,Bukčių g.,link Šiltnamių g.,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,reikia perkelti,nėra,nėra,0f9b08da-3701-4f89-b8ee-5c1102797a43
577132.6925,6059571.3251,815,1637,Žaros st.,Lazdynėlių g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,980c6240-f496-4e40-9453-a1519f5af61f
581734.5,6056108.5001,816,2623,Katilinė,Metalo g.,link Meistrų g.,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,nėra,yra,nėra,nėra,da5dad50-8010-4abf-8827-84abf422290f
577925.826,6058748.6628,817,1649,Užutekio st.,Bukčių g.,į Bukčius,SĮSP,Vilniaus miesto,yra,nėra, , ,nėra,reikia perkelti,nėra,nėra,2bc2556f-c701-4249-8825-4464b5c0459c
587458.4375,6068853.0001,818,3535,Turniškių miškas,Nemenčinės pl.,link Nemenčinės,SĮSP,Vilniaus miesto,,yra,SĮSP,Siauro tipo,yra,reikia perkelti,nėra,nėra,37e8c871-6412-496e-9e31-170042737512
577270.8217,6059892.8301,819,1623,Oslo st.,Lazdynėlių g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,nėra,reikia perkelti,nėra,dingęs,c2242e38-21c3-4055-b26c-10412dbf3e3a
586643.25,6070500.5001,820,2224,Naujoji st.,Ožkinių g.,iš centro,SĮSP,Vilniaus miesto,yra,nėra, , ,nėra,yra,nėra,nėra,17a6615f-0b1f-4dec-99eb-45158d866c37
573960.3125,6054240.0001,821,2805,Vokės st.,V. A. Graičiūno g.,iš miesto,SĮSP,Vilniaus miesto,yra,nėra,, ,nėra,yra,nėra,nėra,e3875e97-0e85-4f73-9ea8-413723fe76a9
585490.282347488,6074874.91230055,822,2231,Diemedis,Sakališkių g.,iš miesto,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,yra,yra,nėra,nėra,fb985c53-5fc0-4707-a191-cfd955d6d225
588551.57720305,6066767.46110171,823,1027,Lazerių st.,Dvarčionių g.,iš Antakalnio,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,,eaceea6a-52a7-41bf-8f5a-d466c72a7c7b
586165.5898,6074656.3761,824,2260,Krakiškių sodai,Sakališkių g.,į miestą,SĮSP,Vilniaus miesto,reikalingas remontas,yra,SĮSP,Standartinis,yra,yra,nėra,nėra,7b4fc07b-36b1-4734-a26a-733e376f02a5
589685.42,6064318.8326,825,1046,Duburio st.,Rokantiškių g.,link Antakalnio,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,yra,reikia perkelti,nėra,nėra,ae666b37-d244-47ea-8b61-f467b9fb1458
585469.12,6057992.3701,826,4021,Tautų st.,Gurių g.,link Stoties,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,nėra,6fbc51e5-ff48-416a-9e9c-98f3442315b9
585409.2523,6057923.3985,827,4022,Tautų st.,Gurių g.,link Gurių,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Standartinis,nėra,reikia perkelti,nėra,nėra,def1bbef-9f62-40b4-8888-69e379ea7070
572410.3429,6053383.2802,828,3103,Juodbaliai,Juozo Tiškevičiaus g.,link Daniliškių,SĮSP,Vilniaus miesto,reikalingas remontas,nėra, , ,nėra,yra (seno tipo),nėra,nėra,6f01e5d7-5e73-4a89-acab-2e5712580587
580291.1026,6075312.6284,829,5135,Beržų st.,Beržų g.,Link D.Riešės,VILNIAUS R. SAVIVALDYBĖ,Vilniaus rajono,yra,nėra, , ,nėra,nėra,nėra,nėra,0a219e1a-a238-4f03-9120-372aeed9faa0
