X,Y,objectid,id,pavadinimas,gatve,kryptis,atsakingas,savivaldybe,peronas,paviljonas,paviljono_piklausomybe,paviljono_tipas,suolas,siuksliu_deze,svieslente,transporto_balsas,GlobalID
591516.375,6061947.5001,2,2353,Respublikinė psichiatrijos ligoninė,Parko g.,link žiedo,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,yra,reikia perkelti,nėra,yra - veikia,f429532d-d1e0-472e-9eb7-78d52298a65e
590933.6308,6062714.4634,3,2346,Tremtinių st.,Pergalės g.,link Parko g.,SĮSP,Vilniaus miesto,yra,nėra,JCDecaux, ,nėra,yra,nėra,dingęs,2cd44849-dca0-46a4-9493-6aa458187a87
581015.960621355,6059820.48764883,4,0536,Skroblų st.,Naugarduko g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,dingęs,60f79963-8008-471c-9abc-11acc41f1d6c
570750.4644,6059774.5626,5,4103,Šviesos st.,Kovo 11-osios g.,iš Vilniaus,SĮSP,Vilniaus miesto,yra,yra,SĮSP,Siauro tipo,yra,reikia perkelti,nėra,dingęs,0be8c08d-30e0-4d16-9157-4b44e96453d9
582551.395,6062523.7884,6,0101,Žaliasis tiltas,Kalvarijų g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,yra,reikia perkelti,yra,yra - veikia,5733d2f0-3ddb-419a-b17f-f6e37bc523a9
582518.7725,6062522.0584,7,0102,Žaliasis tiltas,Kalvarijų g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,yra,yra - veikia,6f7bb651-77db-4b51-a4f0-0964aef49765
582356.4632,6062846.1316,8,0103,Europos aikštė,Konstitucijos pr.,link Kalvarijų g.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,nėra,yra,yra,yra - veikia,b2fee0b4-cc22-47dc-82a8-cf2c3e08f85f
582346.9375,6062885.5001,9,0104,Europos aikštė,Konstitucijos pr.,link Geležinio Vilko,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,yra,yra,yra,yra - veikia,9b81a31d-41a5-40e9-b3e1-690b59973e1b
581623.9193,6063160.5157,10,0105,Lietuvos sąjūdžio kelias,Konstitucijos pr.,link Kalvarijų g.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,nėra,yra,yra,yra - veikia,37fa4075-857d-4b80-9bcd-163f1d07f128
581636.8125,6063196.6459,11,0106,Lietuvos sąjūdžio kelias,Konstitucijos pr.,link Geležinio Vilko,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,nėra,yra,yra,dingęs,d3a69b19-2c4f-436d-a5ac-d195dc4913ea
581500.55,6063047.6589,12,0108,Studentų st.,Geležinio Vilko st.,link Konstrukcijos pr.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,yra - veikia,1c7ea6d7-fa96-4601-9428-c83ac3b24c0a
582693.125,6062762.5001,13,0109,Lvivo st.,Šeimyniškių g.,link Rinktinės g.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,reikia perkelti,yra,yra - veikia,81f7d3c5-ac0d-4c35-9902-704af28a6132
582764.375,6062773.5001,14,0110,Lvivo st.,Šeimyniškių g.,link Kalvarijų g.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,yra - veikia,82b3dc75-0f51-4f59-9224-b620ce2a75f3
583129.5,6062803.0001,15,0111,Rinktinės st.,Šeimyniškių g.,link Žirmūnų tilto,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,nėra,reikia perkelti,nėra,nėra,ed6efb8d-0cfb-41bf-a7c2-704ed7174a18
583600.375,6062899.5001,16,0112,Šeimyniškių st.,Šeimyniškių g.,link Žirmūnų tilto,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,yra,yra,nėra,yra - veikia,b78d1cf9-649b-43d6-b5c2-1437eb37b92c
582064.7214,6062996.0235,17,0113,Nacionalinė dailės galerija,Konstitucijos pr.,link Kalvarijų g.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,yra - veikia,c1f12a33-e4e1-4b9a-9e88-7854ab346e7a
581939.1797,6063107.9767,18,0114,Nacionalinė dailės galerija,Konstitucijos pr.,link Geležinio Vilko,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,yra (epaper),yra - veikia,423090d3-27cb-4bb1-b7ab-0f306bcae0ec
583004.875,6062111.5001,19,0201,Karaliaus Mindaugo tiltas,Žygimantų g.,link Žaliojo tilto,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,yra,yra,yra,yra - veikia,188834ab-aac8-4df8-a52e-7061d942e454
582954.25,6062120.0001,20,0202,Karaliaus Mindaugo tiltas,Žygimantų g.,link T. Kosciuškos g.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,yra - veikia,0fdd365e-4ec7-4eed-b114-b228f9d6dda7
582945.75,6061895.5001,21,0203,Arkikatedra,T. Vrublevskio g.,link Gedimino pr.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,yra,yra,nėra,yra - veikia,92b3ecf2-e3eb-4163-8c28-b43b2158bbe0
582418.4208,6061729.6718,22,0207a,Islandijos st. A,Jogailos g.,link Vilniaus g.,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,yra,yra,yra,nėra,7d686fa6-93c7-473c-aa17-97af74a25117
582517.73,6061985.2351,23,0210,Vinco Kudirkos aikštė,Vilniaus g.,link Žaliojo tilto,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,yra,reikia perkelti,yra,yra - veikia,e931cfbf-ae79-4289-b778-14fbc045d7e6
582513.5183,6062117.0001,24,0211,Vinco Kudirkos aikštė,Vilniaus g.,link Stoties,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,yra,dingęs,c6a0a2aa-60fc-45c0-b93b-d449422994bb
582302.127672954,6061701.44337871,25,0212c,Islandijos st. C,Pamėnkalnio g.,link Žvėryno,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,yra,nėra,4879d780-afd2-40df-ba71-748c91c289bd
581750.4312,6062063.5584,26,0214,Juozo Tumo – Vaižganto st.,Vinco Kudirkos g.,link oro uosto,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,yra,yra - veikia,29483c80-a816-4eaf-a9a7-c9b48f15dd06
581842.375,6061954.0001,27,0215,Pamėnkalnio st.,Pamėnkalnio g.,link Stoties,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,nėra,dingęs,ae24e291-51f4-4448-ab53-395b7a3481d9
581663.75,6062006.1537,28,0216,Pamėnkalnio st.,Jokūbo Jasinskio g.,link Žvėryno,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,yra,yra - veikia,8f809305-e81a-4815-a26c-3bc99909dff7
581465.4115,6062051.823,29,0217,Jokūbo Jasinskio st.,Jokūbo Jasinskio g.,link Liubarto tilto,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,nėra,yra - veikia,4ef83f7b-bb32-4c82-b98d-df7f37c00972
581451.4922,6062028.8543,30,0218,Jokūbo Jasinskio st.,Jokūbo Jasinskio g.,link centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,yra,nėra,2b49f720-e90e-4b4a-89b8-25d0d1269457
581407.4766,6062139.1694,31,0219,Gedimino prospektas,Geležinio vilko g.,link tunelio ,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,4616cb72-ed50-4966-977c-60112995bda5
581368.7656,6062122.1616,32,0220,Gedimino prospektas,Geležinio vilko g.,link Savanorių pr.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,7860ed7e-e90a-4284-a376-e3e0327a5f19
581706.8987,6062753.0476,33,0221,Alberto Goštauto st.,Alberto Goštauto g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,b856faa4-a8df-44cb-94d0-1126ae4e9ef7
581932.5854,6062451.0876,34,0224,Kražių st.,Juozo Tumo-Vaižganto g.,link Gedimino pr.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,yra,yra - neveikia,4b0be9ba-c6a8-4692-9fe0-190dfb95110b
581952.1979,6062440.4418,35,0225,Kražių st.,Juozo Tumo – Vaižganto g.,link upės,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,6d250615-9cb4-4997-abd9-84e67870fc88
581832.2417,6062200.2063,36,0226,Juozo Tumo – Vaižganto st.,Juozo Tumo – Vaižganto g.,link upės,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,yra,yra - neveikia,b37e9afb-090b-4056-bd4e-e8f8d6c54324
581928.290806374,6062342.73488402,37,0231,Lukiškės,Lukiškių g.,link J. Tumo-Vaižganto g.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,nėra,yra,nėra,yra - neveikia,b7dbfb97-cd7b-45b3-905f-cc62d789ba36
582246.625,6062393.0001,38,0232,Operos ir baleto teatras,Alberto Goštauto g,link Tumo-Vaižganto,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,dingęs,9ff3e806-de0f-454a-830a-437e1de437fd
582349.5,6062348.0001,39,0233,Operos ir baleto teatras,Alberto Goštauto g,link Vienuolio g.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,nėra,yra,yra,yra - veikia,758aa2de-0941-4464-a852-1168f4404918
582344.125,6061557.5001,40,0235d,Islandijos st. D,Pylimo g.,link Stoties,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,yra,yra - veikia,dd44f85c-daef-4058-970e-f59b91b1ff7a
582013.144580233,6062290.65333854,41,0236,Lukiškės,Lukiškių g.,Galinė stotelė ,SĮSP,Vilniaus miesto,yra,nėra,, ,nėra,nėra,nėra,nėra,bb7044c8-b262-4ec1-9768-ee5e371cf63b
581323.6875,6062485.0001,42,0237,Antano Tumėno st.,Antano Tumėno g,galinė st.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,yra - veikia,a213e18f-4141-4be9-8a25-8cfeec246eb6
581037.7117,6062111.9601,45,0301,Liubarto tiltas,Liubarto g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,yra,nėra,dingęs,4ded39c3-8dfc-49f0-88ec-72562a7f4ff3
580961.5767,6062131.4818,46,0302,Liubarto tiltas,Liubarto g.,link Žveryno,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,dingęs,1fe692bc-7f42-4fe2-9f10-5d4b31f4d6a1
580713.625,6062170.0001,47,0303,Kęstučio st.,Kęstučio g,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Siauro tipo,nėra,yra,nėra,yra - veikia,ccd3b2d0-e014-4f71-ab16-1587a36721a0
580689.25,6062362.5001,48,0304,Kęstučio st.,Kęstučio g,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,dingęs,f6917350-ab0d-4b8a-81fb-2736b99db059
592133.13,6061935.2009,49,2378,Naujosios Vilnios žiedas,Parko g.,link žiedo,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,yra,nėra,nėra,194686b4-eacb-4d5d-a95a-5b18ae1db2d8
580987.375,6062425.0001,50,0306,Vytauto st.,Vytauto g.,link Liubarto g.,SĮSP,Vilniaus miesto,yra,nėra, , ,yra,yra,nėra,dingęs,4fadea14-9740-4297-b274-180a80d6de1d
580629.0,6062655.0001,51,0307,Latvių st.,Kęstučio g.,į centrą,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,nėra,yra,nėra,dingęs,8c8d54c4-0ea1-4550-86b5-9369ccba13a3
580629.6875,6062708.5001,52,0308,Latvių st.,Kęstučio g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,dingęs,b475d492-e075-4a7e-a315-3ee9dceabe6d
580970.9375,6062882.0001,53,0309,Džocharo Dudajevo skveras,Vytauto g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,reikia perkelti,nėra,dingęs,b7e6673a-a178-4e49-8a12-79c6e0a4e093
580955.5,6062883.0001,54,0310,Džocharo Dudajevo skveras,Vytauto g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,reikia perkelti,nėra,yra - veikia,c27e010f-9f97-41a8-aaf7-f03af11c4f8a
580560.3125,6063053.5001,55,0311,Sėlių st.,Kęstučio g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,dingęs,ee1a2b1e-0620-4a7c-b381-4d3b8617486a
580488.375,6063159.0001,56,0312,Sėlių st.,Sėlių g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Siauro tipo,yra,reikia perkelti,nėra,yra - veikia,94912ad3-9985-4f44-a9c6-21eb81082289
580292.4375,6063191.0001,57,0313,Žvėrynas,Sėlių g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,yra,projektuojama (epaper),dingęs,6c34952f-8c82-4e7d-8831-e659d3b750d4
580250.6094,6063260.6928,58,0314,Žvėrynas,T.Narbuto g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,yra,yra - veikia,c57394b2-594c-438d-801b-7afc255287d4
580128.8437,6063275.1459,59,0315,Žvėrynas,T.Narbuto g.,iš centro,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,yra,yra,nėra,nėra,e9239057-d2b1-455e-9fa1-33f73a79e191
580965.7526,6063221.8621,60,0316,Panorama,T.Narbuto g.,į centrą,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,nėra,yra,nėra,yra - veikia,0f25108a-9555-4e19-a5d5-88fe35ce834c
581036.0026,6063254.8152,61,0317,Panorama,T.Narbuto g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,nėra,yra,yra,nėra,8d3d7546-6299-4d8c-9b17-abe47a03a425
581296.25,6063157.7006,62,0318,Vilniaus kolegija,T.Narbuto g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,yra,yra - veikia,1c629674-582a-4404-88eb-3c325266490c
581303.5807,6063210.3074,63,0319,Vilniaus kolegija,T.Narbuto g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,yra,yra - neveikia,658bd3eb-6bde-4e5f-802b-b706f9d0c27d
581432.93,6063039.8413,64,0320,Studentų st.,Geležinio vilko g.,link tunelio,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,yra - veikia,dd964a80-38c5-4050-b1ee-61f4664f5f4c
581392.7225,6063492.5639,65,0321,Saltoniškės,Ukmergės g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,yra,yra - veikia,06fff583-0e30-4211-a0cc-17ef3ad49aa8
584009.125,6062622.5001,66,0401,Šv. Petro ir Povilo bažnyčia,Kosciuškos g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,yra,yra,yra - veikia,dfced52b-0aef-489a-9c3b-1b11a94c97ba
584010.5625,6062594.0001,67,0402,Šv. Petro ir Povilo bažnyčia,Kosciuškos g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,reikia perkelti,yra,yra - veikia,befbca19-a032-4837-96b9-c0d109f8e756
583460.25,6062209.0001,68,0403,Kalnų parkas,Kosciuškos g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,yra - veikia,785c6d63-605c-4fb7-beeb-b283d16d02b9
583544.125,6062240.0001,69,0404,Kalnų parkas,Kosciuškos g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,yra,yra,nėra,yra - veikia,dde84d28-04b4-4004-896a-2eae77b706a4
582960.3125,6061878.0001,70,0405,Arkikatedra,T. Vrublevskio g.,link Karaliaus Mindaugo tilto,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,yra,yra,nėra,nėra,b9ac9e0f-fe13-4e5f-ac4d-f260ab174270
582373.8125,6061310.5001,71,0406,Reformatų st.,Pylimo g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,nėra,dingęs,9f18d594-bcfc-4824-b311-e4c4a94eeb91
582368.5,6061274.5001,72,0407,Reformatų st.,Pylimo g.,link stoties ,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,yra - veikia,554dd97b-bef3-4004-86d3-68e61cd2e7a9
582304.4375,6061148.0001,73,0408,Trakų st.,Jono Basanavičiaus g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,b48238c1-e93c-45f8-a869-974737e86d2e
582418.1875,6061072.0001,74,0409,MO muziejus,Pylimo g.,link stoties ,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,23a4a9d1-0f7e-4436-9b85-bbd5b3f20961
582450.0625,6061034.0001,75,0410,MO muziejus,Pylimo g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,yra,dingęs,8f7a0f83-1ec8-44dc-8d05-5b3b9aef547f
582606.5,6060775.5001,76,0411,Vingriai,Pylimo g.,link stoties ,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,yra - veikia,44bddb93-18aa-408a-9a4f-9bfb24799cd8
582794.5,6060515.5001,77,0412,Gėlių st.,Gėlių g.,link stoties ,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,1bb08cec-497a-469b-8c1d-e208aed546cf
582872.5625,6060546.0001,78,0413,Rūdninkų st.,Pylimo g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,JCDecaux-dvigubas,nėra,yra,yra,yra - veikia,d3bb113a-a1c9-4d10-80e8-f529d08b98c8
582388.8125,6060347.5001,79,0414,Aguonų st.,Kauno g.,iš Stoties,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,5c693e60-f2a9-42aa-96a7-b9ef1f4c35d3
582463.875,6060325.5001,80,0415,Aguonų st.,Kauno g.,į stotį,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,nėra,nėra,ae9bab9b-bba3-48cf-ac6d-377fde5ab339
583168.875,6060456.0001,81,0416,Aušros vartai,Aušros vartų g.,į stotį,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,projektuojama,nėra,36191881-65a3-409e-85b8-3512c460a176
583368.625,6060570.0001,82,0417,Aušros vartai,Mikalojaus Daukšos g,iš stoties,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,nėra,70cf52e6-60cf-4f0e-a3a6-7d556be99372
583666.5896,6060566.4709,83,0418,Gervėčių st.,Rasų g.,link Rasų ,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,610bef6e-2181-4c4f-979a-20136f5b494d
583771.75,6060431.5001,84,0419,Gervėčių st.,Rasų g.,į stotį,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,nėra,1c179418-86c5-4ab0-af2b-bdf407119f5e
583660.375,6060788.0001,85,0420,Misionierių st.,Subačiaus g.,iš stoties,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,yra - veikia,b16cf4f6-fce9-49eb-8ad5-d0f0de202617
583616.5625,6060791.0001,86,0421,Misionierių st.,Subačiaus g.,į stotį,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Stiklinis,nėra,yra,nėra,yra - veikia,4cf97af0-7e06-4eab-8184-560589bd7bd7
584071.6552,6060840.2511,87,0422,Subačiaus st.,Subačiaus g.,iš centro,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux, ,nėra,reikia perkelti,nėra,nėra,80e78b94-50ee-4431-a91e-4ddff4fe0c01
583999.9854,6060869.2782,88,0423,Subačiaus st.,Subačiaus g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,nėra,yra,nėra,yra - veikia,58a25961-fca6-4531-ad09-c8b9e8e010ea
584514.4458,6061006.2701,89,0424,Drujos st.,Drujos g.,į stotį ,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,nėra,reikia perkelti,nėra,yra - veikia,049b4a89-92a0-4618-821e-ae3882ae18a1
583360.875,6061152.5001,90,0426,Užupio st.,Maironio g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,nėra,yra,nėra,yra - veikia,6546eadc-e9eb-4860-9ab6-7c9676073fd1
583341.375,6061155.5001,91,0427,Užupio st.,Maironio g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,yra,yra,nėra,yra - veikia,6854e342-f2e5-468f-86f7-94ddb833389b
583376.5625,6061398.5001,92,0429,Dailės akademija,Maironio g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,nėra,yra,nėra,yra - veikia,2405358f-6963-403e-ae3a-df1e41b9f56a
583364.7062,6061573.2084,93,0430,Dailės akademija,Maironio g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,nėra,yra,nėra,yra - veikia,0af1a946-fa85-45e2-b1b4-51aeb9b02bd1
583195.875,6061685.5001,94,0431,Bernardinų sodas,Barboros Radvilaitės g,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,nėra,yra,nėra,yra - veikia,bbf960b5-c234-4e6e-8b4c-598b863a270a
583250.0,6061714.0001,95,0432,Bernardinų sodas,Barboros Radvilaitės g,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,nėra,yra,nėra,yra - veikia,e7860d05-17de-40cb-b35a-1a62960081a7
583880.6875,6061306.5001,96,0433,Užupis,Polocko g.,iš centro,SĮSP,Vilniaus miesto,yra,nėra, , ,nėra,reikia perkelti,nėra,yra - veikia,d7a19188-38be-4d9e-bf06-a9d31debdc45
584177.625,6061339.0001,97,0434,Bernardinų kapinės,Polocko g.,iš centro,SĮSP,Vilniaus miesto,yra,nėra,, ,yra,reikia perkelti,nėra,nėra,729a7004-378e-4268-98fa-4188f874fe86
584602.375,6061408.0001,98,0435,Bernardinų st.,Polocko g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,yra - veikia,aa7b7de1-e787-4a88-83ba-e191b5972914
584644.5,6061487.0001,99,0436,Polocko st.,Olandų g.,į stotį,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,nėra,yra - veikia,45f417c7-32e5-42bf-bdec-28e563ed64e7
584414.0425,6061707.9418,100,0437,Filaretų st.,Olandų g.,į stotį,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,yra - veikia,a13fff5a-fd72-4cd9-9254-29a3036bed12
584181.375,6061991.0001,101,0438,Krivių st.,Olandų g.,į stotį,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,nėra,0b9dfa83-afb3-4fd0-b972-e4f16eb86e2d
584112.6817,6062435.4234,102,0439,Vasaros st.,Olandų g.,į stotį,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,nėra,dingęs,a90fd7c3-7550-4d7d-a917-5246387ce945
583109.375,6062069.0001,103,0441,Karaliaus Mindaugo tiltas,Arsenalo g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux, ,yra,yra,yra,yra - veikia,49580f9f-5086-4e67-8e04-31cbc7b0b27f
581779.3125,6061353.0001,104,0501,Algirdo st,J.Basanavičiaus g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,nėra,nėra,8a1e1769-0e25-4d9a-9a09-2d674efc6283
581664.4375,6061293.5001,105,0502,Algirdo st,J.Basanavičiaus g.,į centrą,SĮSP,Vilniaus miesto,reikalingas remontas,yra,JCDecaux,Standartinis,nėra,yra,projektuojama,nėra,7a7edf25-2419-4722-9857-7de5d04e0ad9
581589.4375,6061357.0001,106,0503,Mikalojaus Konstantino Čiurlionio st.,V.Kudirkos g.,link Pamėnkalnio g.,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,reikia perkelti,yra,yra - veikia,3a641c73-fda5-4782-a526-ae39164f2faa
581606.5625,6061222.5001,107,0504,Mikalojaus Konstantino Čiurlionio st.,V.Kudirkos g.,link Naujininkų ,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,projektuojama,yra - veikia,1187a0b5-9284-49e3-b419-4d56e8ccc5ec
581555.25,6061307.5001,108,0505,Mikalojaus Konstantino Čiurlionio st.,V.Kudirkos g.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,nėra,yra - veikia,59f07d80-55f1-4ea2-91cb-41b9d0a9435b
581211.625,6061064.5001,109,0506,Simono Konarskio st.,Savanorių pr.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,projektuojama,yra - veikia,377d2c43-21c5-4a6d-a537-d00e61ba1167
581232.0,6061108.5001,110,0507,Simono Konarskio st.,Savanorių pr.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,yra,nėra,1dfeeaea-14c8-4c5b-8713-780b65343f6c
580972.8125,6060845.5001,111,0508,Vingis,Savanorių pr.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,yra,yra,yra - veikia,10f13b24-e853-46f4-b75e-0ce670b4c487
580897.5625,6060805.5001,112,0509,Vingis,Savanorių pr.,iš centro,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,nėra,reikia perkelti,yra,yra - veikia,a660dcb6-e8d9-4b2e-a149-54e015dc8f3f
581720.25,6060987.5001,113,0510,Taraso Ševčenkos st.,Švitrigailos g.,į centrą,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,yra,dingęs,f2093ec3-a395-4fc8-a60f-2de6a270c434
581736.116854697,6060818.13813778,114,0511,Taraso Ševčenkos st.,Švitrigailos g.,link oro uosto,SĮSP,Vilniaus miesto,yra,yra,JCDecaux,Standartinis,yra,yra,yra,nėra,4ed2975a-5d7b-49e2-ad31-00cf6d8f8f6a
